State,Start Timestamp,End Timestamp,Begin Time,End Time,Duration,problemNum,programType
OUTPUT COMPREHENSION,2023-10-30 15:13:50.868000,2023-10-30 15:14:01,1660.568,1670.7,10.132,8,112_original
COMPILING,2023-10-30 15:14:01,2023-10-30 15:14:07.799000,1670.7,1677.499,6.799,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:14:07.799000,2023-10-30 15:14:35,1677.499,1704.7,27.201,8,112_original
COMPILING,2023-10-30 15:14:35,2023-10-30 15:14:58.288000,1704.7,1727.988,23.288,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:14:58.288000,2023-10-30 15:15:07.943000,1727.988,1737.643,9.655,8,112_original
CODE EDITING,2023-10-30 15:15:07.943000,2023-10-30 15:15:13,1737.643,1742.7,5.057,8,112_original
COMPILING,2023-10-30 15:15:13,2023-10-30 15:15:20.356000,1742.7,1750.056,7.356,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:15:20.356000,2023-10-30 15:15:34.741000,1750.056,1764.441,14.385,8,112_original
CODE EDITING,2023-10-30 15:15:34.741000,2023-10-30 15:16:05,1764.441,1794.7,30.259,8,112_original
COMPILING,2023-10-30 15:16:05,2023-10-30 15:16:11.536000,1794.7,1801.236,6.536,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:16:11.536000,2023-10-30 15:16:27.123000,1801.236,1816.823,15.587,8,112_original
CODE EDITING,2023-10-30 15:16:27.123000,2023-10-30 15:16:48,1816.823,1837.7,20.877,8,112_original
COMPILING,2023-10-30 15:16:48,2023-10-30 15:16:53.731000,1837.7,1843.431,5.731,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:16:53.731000,2023-10-30 15:17:42.701000,1843.431,1892.401,48.97,8,112_original
CODE EDITING,2023-10-30 15:17:42.701000,2023-10-30 15:18:02,1892.401,1911.7,19.299,8,112_original
COMPILING,2023-10-30 15:18:02,2023-10-30 15:18:29.432000,1911.7,1939.132,27.432,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:18:29.432000,2023-10-30 15:18:41.869000,1939.132,1951.569,12.437,8,112_original
CODE EDITING,2023-10-30 15:18:41.869000,2023-10-30 15:19:58,1951.569,2027.7,76.131,8,112_original
COMPILING,2023-10-30 15:19:58,2023-10-30 15:20:06.453000,2027.7,2036.153,8.453,8,112_original
OUTPUT COMPREHENSION,2023-10-30 15:20:06.453000,2023-10-30 15:20:17.604000,2036.153,2047.304,11.151,8,112_original
TASK COMPREHENSION,2023-10-30 15:20:17.604000,2023-10-30 15:20:22.867000,2047.304,2052.567,5.263,9,118_nonword
FAULT LOCALIZATION,2023-10-30 15:20:22.867000,2023-10-30 15:22:07.673000,2052.567,2157.373,104.806,9,118_nonword
CODE EDITING,2023-10-30 15:22:07.673000,2023-10-30 15:24:17,2157.373,2286.7,129.327,9,118_nonword
COMPILING,2023-10-30 15:24:17,2023-10-30 15:24:22.920000,2286.7,2292.62,5.92,9,118_nonword
OUTPUT COMPREHENSION,2023-10-30 15:24:22.920000,2023-10-30 15:25:20.712000,2292.62,2350.412,57.792,9,118_nonword
CODE EDITING,2023-10-30 15:25:20.712000,2023-10-30 15:26:38,2350.412,2427.7,77.288,9,118_nonword
COMPILING,2023-10-30 15:26:38,2023-10-30 15:26:45.249000,2427.7,2434.949,7.249,9,118_nonword
OUTPUT COMPREHENSION,2023-10-30 15:26:45.249000,2023-10-30 15:26:51.254000,2434.949,2440.954,6.005,9,118_nonword
