State,Start Timestamp,End Timestamp,Begin Time,End Time,Duration,problemNum,programType
COMPILING,2023-10-12 15:41:09,2023-10-12 15:41:12.775000,795.655,799.43,3.775,5,108_simple
OUTPUT COMPREHENSION,2023-10-12 15:41:12.775000,2023-10-12 15:41:20.808000,799.43,807.463,8.033,5,108_simple
TASK COMPREHENSION,2023-10-12 15:41:20.808000,2023-10-12 15:42:12.869000,807.463,859.524,52.061,6,13_complex
FAULT LOCALIZATION,2023-10-12 15:42:12.869000,2023-10-12 15:42:47.705000,859.524,894.36,34.836,6,13_complex
CODE EDITING,2023-10-12 15:42:47.705000,2023-10-12 15:42:58,894.36,904.655,10.295,6,13_complex
COMPILING,2023-10-12 15:42:58,2023-10-12 15:43:06.935000,904.655,913.59,8.935,6,13_complex
OUTPUT COMPREHENSION,2023-10-12 15:43:06.935000,2023-10-12 15:43:19.242000,913.59,925.897,12.307,6,13_complex
CODE EDITING,2023-10-12 15:43:19.242000,2023-10-12 15:44:07,925.897,973.655,47.758,6,13_complex
COMPILING,2023-10-12 15:44:07,2023-10-12 15:44:14.072000,973.655,980.727,7.072,6,13_complex
OUTPUT COMPREHENSION,2023-10-12 15:44:14.072000,2023-10-12 15:44:26.313000,980.727,992.968,12.241,6,13_complex
CODE EDITING,2023-10-12 15:44:26.313000,2023-10-12 15:44:29,992.968,995.655,2.687,6,13_complex
COMPILING,2023-10-12 15:44:29,2023-10-12 15:44:33.095000,995.655,999.75,4.095,6,13_complex
OUTPUT COMPREHENSION,2023-10-12 15:44:33.095000,2023-10-12 15:44:44.108000,999.75,1010.763,11.013,6,13_complex
TASK COMPREHENSION,2023-10-12 15:44:44.108000,2023-10-12 15:45:11.141000,1010.763,1037.796,27.033,7,136_original
FAULT LOCALIZATION,2023-10-12 15:45:11.141000,2023-10-12 15:45:14.269000,1037.796,1040.924,3.128,7,136_original
CODE EDITING,2023-10-12 15:45:14.269000,2023-10-12 15:45:56,1040.924,1082.655,41.731,7,136_original
COMPILING,2023-10-12 15:45:56,2023-10-12 15:46:01.215000,1082.655,1087.87,5.215,7,136_original
OUTPUT COMPREHENSION,2023-10-12 15:46:01.215000,2023-10-12 15:46:08.223000,1087.87,1094.878,7.008,7,136_original
TASK COMPREHENSION,2023-10-12 15:46:08.223000,2023-10-12 15:46:42.263000,1094.878,1128.918,34.04,8,1_nonword
FAULT LOCALIZATION,2023-10-12 15:46:42.263000,2023-10-12 15:46:54.086000,1128.918,1140.741,11.823,8,1_nonword
CODE EDITING,2023-10-12 15:46:54.086000,2023-10-12 15:48:05,1140.741,1211.655,70.914,8,1_nonword
COMPILING,2023-10-12 15:48:05,2023-10-12 15:48:09.387000,1211.655,1216.042,4.387,8,1_nonword
OUTPUT COMPREHENSION,2023-10-12 15:48:09.387000,2023-10-12 15:48:21.164000,1216.042,1227.819,11.777,8,1_nonword
CODE EDITING,2023-10-12 15:48:21.164000,2023-10-12 15:48:36,1227.819,1242.655,14.836,8,1_nonword
COMPILING,2023-10-12 15:48:36,2023-10-12 15:48:40.424000,1242.655,1247.079,4.424,8,1_nonword
OUTPUT COMPREHENSION,2023-10-12 15:48:40.424000,2023-10-12 15:48:48.444000,1247.079,1255.099,8.02,8,1_nonword
TASK COMPREHENSION,2023-10-12 15:48:48.444000,2023-10-12 15:49:28.541000,1255.099,1295.196,40.097,9,112_simple
FAULT LOCALIZATION,2023-10-12 15:49:28.541000,2023-10-12 15:49:32.892000,1295.196,1299.547,4.351,9,112_simple
CODE EDITING,2023-10-12 15:49:32.892000,2023-10-12 15:50:17,1299.547,1343.655,44.108,9,112_simple
COMPILING,2023-10-12 15:50:17,2023-10-12 15:50:21.653000,1343.655,1348.308,4.653,9,112_simple
OUTPUT COMPREHENSION,2023-10-12 15:50:21.653000,2023-10-12 15:50:30.666000,1348.308,1357.321,9.013,9,112_simple
TASK COMPREHENSION,2023-10-12 15:50:30.666000,2023-10-12 15:50:44.692000,1357.321,1371.347,14.026,10,104_nonword
FAULT LOCALIZATION,2023-10-12 15:50:44.692000,2023-10-12 15:51:09.542000,1371.347,1396.197,24.85,10,104_nonword
CODE EDITING,2023-10-12 15:51:09.542000,2023-10-12 15:51:15,1396.197,1401.655,5.458,10,104_nonword
COMPILING,2023-10-12 15:51:15,2023-10-12 15:51:20.751000,1401.655,1407.406,5.751,10,104_nonword
OUTPUT COMPREHENSION,2023-10-12 15:51:20.751000,2023-10-12 15:51:29.769000,1407.406,1416.424,9.018,10,104_nonword
TASK COMPREHENSION,2023-10-12 15:51:29.769000,2023-10-12 15:51:50.799000,1416.424,1437.454,21.03,11,169_nonword
FAULT LOCALIZATION,2023-10-12 15:51:50.799000,2023-10-12 15:52:18,1437.454,1464.655,27.201,11,169_nonword
CODE EDITING,2023-10-12 15:52:18,2023-10-12 15:52:33,1464.655,1479.655,15.0,11,169_nonword
COMPILING,2023-10-12 15:52:33,2023-10-12 15:52:37.892000,1479.655,1484.547,4.892,11,169_nonword
OUTPUT COMPREHENSION,2023-10-12 15:52:37.892000,2023-10-12 15:52:45.912000,1484.547,1492.567,8.02,11,169_nonword
TASK COMPREHENSION,2023-10-12 15:52:45.912000,2023-10-12 15:53:20.948000,1492.567,1527.603,35.036,12,66_simple
FAULT LOCALIZATION,2023-10-12 15:53:20.948000,2023-10-12 15:53:24.050000,1527.603,1530.705,3.102,12,66_simple
CODE EDITING,2023-10-12 15:53:24.050000,2023-10-12 15:55:02,1530.705,1628.655,97.95,12,66_simple
COMPILING,2023-10-12 15:55:02,2023-10-12 15:55:07.128000,1628.655,1633.783,5.128,12,66_simple
OUTPUT COMPREHENSION,2023-10-12 15:55:07.128000,2023-10-12 15:55:15.135000,1633.783,1641.79,8.007,12,66_simple
TASK COMPREHENSION,2023-10-12 15:55:15.135000,2023-10-12 15:55:36.184000,1641.79,1662.839,21.049,13,144_complex
FAULT LOCALIZATION,2023-10-12 15:55:36.184000,2023-10-12 15:55:49.463000,1662.839,1676.118,13.279,13,144_complex
CODE EDITING,2023-10-12 15:55:49.463000,2023-10-12 15:56:00,1676.118,1686.655,10.537,13,144_complex
COMPILING,2023-10-12 15:56:00,2023-10-12 15:56:04.218000,1686.655,1690.873,4.218,13,144_complex
OUTPUT COMPREHENSION,2023-10-12 15:56:04.218000,2023-10-12 15:56:08.227000,1690.873,1694.882,4.009,13,144_complex
